"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"שדות","749","1","txtSignatureYear","text","Text Field","signatures","שנת חתימה","False","1"
"שדות","137","2","chkAnotherPersonDirectsTheActivityInAccount","checkbox","Check Box","third_party_or_other","אדם אחר שאינו מקבל שירות מכוון את הפעילות בחשבון","False","1"
"שדות","814","2","chkAttractionVetekOtherHishtalmutFoundation","checkbox","Check Box","third_party_or_other","משיכה על בסיס וותק של קרן השתלמות אחרת","False","1"
"שדות","189","2","chkBillingFrequency-Other","checkbox","Check Box","third_party_or_other","תדירות חיוב - אחר סימון","False","1"
"שדות","150","2","chkDepositsPlannedByAnotherPartyInAccount","checkbox","Check Box","third_party_or_other","מתוכננות הפקדות מצד גורם אחר בחשבון","False","1"
"שדות","76","2","chkDeterminingRateOfRewardsOther","checkbox","Check Box","third_party_or_other","שיעור התגמולים הקובע אחר","False","1"
"שדות","24","2","chkFamilyMemberKinship_(Parent,Brother,Grandson,Kid)","checkbox","Check Box","third_party_or_other","סוג קרוב משפחה : הורה,נכד,ילד,אח","False","1"
"שדות","522","2","chkFemaleOther","checkbox","Check Box","third_party_or_other","נקבה-אחר","False","1"
"שדות","675","1","chkFundsForAnotherPerson","checkbox","Check Box","third_party_or_other","","False","1"
"שדות","133","2","chkFundsInAccountHeldForAnotherPerson","checkbox","Check Box","third_party_or_other","הכספים בחשבון מוחזקים עבור אדם אחר שאינו מקבל שירות","False","1"
"שדות","327","2","chkFundsInPolicyWillbeDepositedForAnotherEntity","checkbox","Check Box","third_party_or_other","הכספים בפוליסה יופקדו עבור גורם אחר","False","1"
"שדות","20","1","chkHaavaraOtherKupa","checkbox","Check Box","third_party_or_other","העברה מקופה אחרת","False","1"
"שדות","463","1","chkHafkdaOther","checkbox","Check Box","third_party_or_other","אופן התשלום - אחר","False","1"
"שדות","135","2","chkInsuredPerformsTheActivityForAnotherPerson","checkbox","Check Box","third_party_or_other","המבוטח מבצע את הפעילות עבור אדם אחר שאינו מקבל שירות","False","1"
"שדות","948","2","chkKiztvaToOther","checkbox","Check Box","third_party_or_other","קצבת זקנה וקצבת שאירים לאחר","False","1"
"שדות","521","2","chkMaleOther","checkbox","Check Box","third_party_or_other","זכר-אחר","False","1"
"שדות","138","2","chkNotAnotherPersonDirectsTheActivityInAccount","checkbox","Check Box","third_party_or_other","~ לא אדם אחר שאינו מקבל שירות מכוון את הפעילות בחשבון","False","1"
"שדות","151","2","chkNotDepositsPlannedByAnotherPartyInAccount","checkbox","Check Box","third_party_or_other","~ לא מתוכננות הפקדות מצד גורם אחר בחשבון","False","1"
"שדות","134","2","chkNotFundsInAccountHeldForAnotherPerson","checkbox","Check Box","third_party_or_other","~ הכספים בחשבון לא מוחזקים עבור אדם אחר שאינו מקבל שירות","False","1"
"שדות","136","2","chkNotInsuredPerformsTheActivityForAnotherPerson","checkbox","Check Box","third_party_or_other","~ המבוטח לא מבצע את הפעילות עבור אדם אחר שאינו מקבל שירות","False","1"
"שדות","270","1","chkOther","checkbox","Check Box","third_party_or_other","אחר - סימון","True","2"
"שדות","526","1","chkOther","checkbox","Check Box","third_party_or_other","אחר","True","2"
"שדות","554","2","chkOtherExpatriate","checkbox","Check Box","third_party_or_other","אחר תושב חוץ","False","1"
"שדות","935","2","chkOtherIncome","checkbox","Check Box","third_party_or_other","הכנסה אחרת","False","1"
"שדות","524","2","chkOtherMaritalStatus_d","checkbox","Check Box","third_party_or_other","גרוש-אחר","False","1"
"שדות","523","2","chkOtherMaritalStatus_m","checkbox","Check Box","third_party_or_other","נשוי-אחר","False","1"
"שדות","525","2","chkOtherMaritalStatus_s","checkbox","Check Box","third_party_or_other","רווק-אחר","False","1"
"שדות","526","2","chkOtherMaritalStatus_w","checkbox","Check Box","third_party_or_other","אלמן-אחר","False","1"
"שדות","553","2","chkOtherNotExpatriate","checkbox","Check Box","third_party_or_other","אחר-לא תושב חוץ","False","1"
"שדות","519","1","chkOtherTaagid","checkbox","Check Box","third_party_or_other","אחר- תאגיד","False","1"
"שדות","540","2","chkOtherTaagidEnglish","checkbox","Check Box","third_party_or_other","אחר- תאגיד אנגלית","False","1"
"שדות","679","2","chkPersonNotOwner_d","checkbox","Check Box","third_party_or_other","גרוש","False","1"
"שדות","678","2","chkPersonNotOwner_m","checkbox","Check Box","third_party_or_other","נשוי","False","1"
"שדות","677","2","chkPersonNotOwner_s","checkbox","Check Box","third_party_or_other","רווק","False","1"
"שדות","680","2","chkPersonNotOwner_w","checkbox","Check Box","third_party_or_other","אלמן","False","1"
"שדות","673","2","chkPersonNotOwnerFemale","checkbox","Check Box","third_party_or_other","נקבה","False","1"
"שדות","672","2","chkPersonNotOwnerMale","checkbox","Check Box","third_party_or_other","זכר","False","1"
"שדות","627","1","chkPersonOther","checkbox","Check Box","third_party_or_other","אחר","False","1"
"שדות","186","1","chkPersonStatus_other","checkbox","Check Box","third_party_or_other","לא שכיר או עצמאי","False","1"
"שדות","124","1","chkPersonTypeOther","checkbox","Check Box","third_party_or_other","סוג מזהה - אחר","False","1"
"שדות","599","1","chkRunningForAnother","checkbox","Check Box","third_party_or_other","פועל עבור אחר","False","1"
"שדות","509","1","chkRunningForOther","checkbox","Check Box","third_party_or_other","פועל עבור אחר","False","1"
"שדות","839","2","chkTheSourceOfTheFunds_Other","checkbox","Check Box","third_party_or_other","מקור הכספים-אחר","False","1"
"שדות","826","2","chkVetekOther","checkbox","Check Box","third_party_or_other","משיכה על בסיס ותק של חשבון אחר","False","1"
"שדות","334","2","imgAnotherStamp","signature_or_image","Signature/Image","third_party_or_other","חותמת -אחר","False","1"
"שדות","73","1","imgApotMotherSignature","signature_or_image","Signature/Image","third_party_or_other","אפוטרופוס אמא-חתימה","False","1"
"שדות","512","1","imgOtherSignature","signature_or_image","Signature/Image","third_party_or_other","חתימה  - אחר  / נהנים","True","2"
"שדות","750","1","imgOtherSignature","signature_or_image","Signature/Image","third_party_or_other","חתימה-אחר","True","2"
"שדות","533","2","imgOtherSignatureEnglish","signature_or_image","Signature/Image","third_party_or_other","חתימה  - אחר אנגלית","False","1"
"שדות","675","2","imgPersonNotOwnerSignature","signature_or_image","Signature/Image","third_party_or_other","חתימה","False","1"
"שדות","509","2","txtAddressOther","text","Text Field","third_party_or_other","מען אחר","False","1"
"שדות","605","1","txtAnotherAddress_","text","Text Field","third_party_or_other","כתובת- אחר","False","1"
"שדות","950","1","txtAnotherContactFullAddress","text","Text Field","third_party_or_other","","False","1"
"שדות","949","1","txtAnotherContactFullName","text","Text Field","third_party_or_other","שם איש קשר נוסף למשקיע","False","1"
"שדות","952","1","txtAnotherContactMail","text","Text Field","third_party_or_other","","False","1"
"שדות","951","1","txtAnotherContactPhoneMobile","text","Text Field","third_party_or_other","","False","1"
"שדות","604","1","txtAnotherDateOfBirth_","text","Text Field","third_party_or_other","תאריך לידה- אחר","False","1"
"שדות","602","1","txtAnotherFullName_","text","Text Field","third_party_or_other","שם מלא- אחר","False","1"
"שדות","603","1","txtAnotherID_","text","Text Field","third_party_or_other","ת.ז אחר","False","1"
"שדות","514","2","txtApartmentNumberOther","text","Text Field","third_party_or_other","דירה-אחר","False","1"
"שדות","543","2","txtApartmentNumberOtherEnglish","text","Text Field","third_party_or_other","דירה-אחר אנגלית","False","1"
"שדות","515","2","txtApartmentPoBoxOther","text","Text Field","third_party_or_other","ת.ד-אחר","False","1"
"שדות","544","2","txtApartmentPoBoxOtherEnglish","text","Text Field","third_party_or_other","ת.ד-אחר אנגלית","False","1"
"שדות","517","2","txtApartmentPostalCodeOther","text","Text Field","third_party_or_other","מיקוד-אחר","False","1"
"שדות","72","1","txtApotMotherBirthDate","text","Text Field","third_party_or_other","אפוטרופוס אמא-תאריך לידה","False","1"
"שדות","69","1","txtApotMotherFullName","text","Text Field","third_party_or_other","אפוטרופוס- אמא שם מלא","False","1"
"שדות","70","1","txtApotMotherFullNameAndID","text","Text Field","third_party_or_other","אפוטרופוס- אמא שם מלא+ת.ז","False","1"
"שדות","71","1","txtApotMotherID","text","Text Field","third_party_or_other","אפוטרופוס אמא-ת.ז","False","1"
"שדות","190","2","txtBillingFrequency-Other","text","Text Field","third_party_or_other","תדירות חיוב - אחר טקסט","False","1"
"שדות","516","2","txtCityOther","text","Text Field","third_party_or_other","עיר-אחר","False","1"
"שדות","545","2","txtCityOtherEnglish","text","Text Field","third_party_or_other","עיר-אחר אנגלית","False","1"
"שדות","513","1","txtFirstNameOther","text","Text Field","third_party_or_other","שם פרטי - אחר / נהנים","False","1"
"שדות","534","2","txtFirstNameOtherEnglish","text","Text Field","third_party_or_other","שם פרטי - אחר אנגלית","False","1"
"שדות","511","1","txtFullNameOther","text","Text Field","third_party_or_other","שם מלא - אחר
 / נהנים","False","1"
"שדות","532","2","txtFullNameOtherEnglish","text","Text Field","third_party_or_other","שם מלא - אחר אנגלית","False","1"
"שדות","518","1","txtGenderOther","text","Text Field","third_party_or_other","מין - אחר / נהנים","False","1"
"שדות","539","2","txtGenderOtherEnglish","text","Text Field","third_party_or_other","מין - אחר אנגלית","False","1"
"שדות","465","2","txtHafkdaOther","text","Text Field","third_party_or_other","אופן התשלום - אחר","False","1"
"שדות","513","2","txtHouseNumberOther","text","Text Field","third_party_or_other","מספר בית-אחר","False","1"
"שדות","542","2","txtHouseNumberOtherEnglish","text","Text Field","third_party_or_other","מספר בית-אחר אנגלית","False","1"
"שדות","514","1","txtLastNameOther","text","Text Field","third_party_or_other","שם משפחה - אחר / נהנים","False","1"
"שדות","535","2","txtLastNameOtherEnglish","text","Text Field","third_party_or_other","שם משפחה - אחר אנגלית","False","1"
"שדות","520","2","txtMailOther","text","Text Field","third_party_or_other","דוא""ל- אחר","False","1"
"שדות","519","2","txtMobileOther","text","Text Field","third_party_or_other","טלפון נייד-אחר","False","1"
"שדות","271","1","txtOther","text","Text Field","third_party_or_other","אחר - טקסט","False","1"
"שדות","516","1","txtOtherBirthDate","text","Text Field","third_party_or_other","תאריך לידה- אחר / נהנים","False","1"
